Id,SalePrice
542,264491.47
543,212389.52
544,180901.05
545,207085.02
546,221733.61
547,150112.58
548,133735.92
549,127688.48
550,219363.61
551,144477.1
552,116798.03
553,272655.06
554,108675.13
555,221513.81
556,108844.72
557,148561.92
558,120804.11
559,251416.16
560,182731.73
561,144637.98
562,134624.77
563,120839.484
564,207840.03
565,234676.56
566,120737.54
567,345424.1
568,199641.72
569,290234.06
570,133998.53
571,142386.33
572,135198.08
573,245318.9
574,190476.7
575,152415.9
576,124799.33
577,151811.11
578,153627.44
579,168351.2
580,138249.62
581,193424.45
582,295458.12
583,145366.47
584,353696.88
585,116680.8
586,279344.6
587,133718.19
588,137729.16
589,153460.66
590,108325.6
591,205593.62
592,439740.88
593,124760.055
594,148317.88
595,127289.92
596,259450.69
597,124756.25
598,188915.3
599,154554.12
600,130126.484
601,259976.52
602,129854.99
603,266743.66
604,153440.89
605,226016.61
606,224314.19
607,145122.55
608,166625.48
609,302384.84
610,107878.48
611,331363.34
612,162066.56
613,269891.06
614,128177.24
615,84809.86
616,152989.1
617,178325.86
618,118262.305
619,326091.62
620,299953.56
621,56881.76
622,193968.66
623,131337.84
624,154307.58
625,175338.62
626,171103.17
627,141823.1
628,157691.61
629,154846.98
630,153205.92
631,128056.16
632,226939.3
633,194165.02
634,146278.2
635,143135.28
636,176813.62
637,58461.453
638,102481.95
639,104575.73
640,245509.66
641,277659.62
642,201334.8
643,265877.1
644,155684.19
645,318007.12
646,162124.98
647,118584.86
648,161569.95
649,170109.06
650,86998.71
651,211897.69
652,100307.58
653,213125.05
654,148727.22
655,295348.56
656,100514.23
657,143954.88
658,158115.66
659,145953.8
660,147308.83
661,230968.61
662,396636.7
663,164664.75
664,118879.375
665,391688.0
666,295647.56
667,206699.88
668,153867.61
669,152831.17
670,107852.04
671,177283.02
672,123550.445
673,163131.25
674,230223.53
675,162788.56
676,143743.2
677,81057.164
678,106406.8
679,255053.64
680,136911.19
681,156638.22
682,113397.695
683,151712.4
684,323609.5
685,212615.28
686,194621.45
687,222856.78
688,187957.1
689,245095.81
690,177730.94
691,148317.88
692,670882.25
693,298314.1
694,93358.86
695,121318.23
696,156191.6
697,101823.09
698,120579.43
699,137849.0
700,186809.81
701,284072.9
702,198397.97
703,319045.12
704,137442.06
705,199987.02
706,68419.164
707,292576.22
708,237732.2
709,210128.4
710,130564.17
711,55891.51
712,116493.0
713,234586.38
714,103355.99
715,184084.5
716,167297.11
717,172780.16
718,141516.4
719,268454.03
720,141047.39
721,244633.67
722,148317.88
723,121193.914
724,107705.98
725,362172.3
726,120858.96
727,220960.38
728,194255.97
729,127287.13
730,86295.5
731,229344.12
732,178805.06
733,218069.14
734,141516.4
735,123706.55
736,180089.44
737,88992.484
738,269621.97
739,145311.45
740,216839.78
741,137980.8
742,139757.94
743,194426.11
744,154180.19
745,230162.28
746,278268.8
747,214457.23
748,204947.22
749,203558.16
750,91882.44
751,107439.24
752,204664.98
753,171650.2
754,272233.38
755,153544.39
756,145398.22
757,257548.75
758,182695.66
759,158571.25
760,295153.7
761,152348.77
762,93804.65
763,219183.98
764,296294.5
765,237108.64
766,325912.56
767,212363.39
768,170635.33
769,200093.28
770,403797.53
771,135091.38
772,108478.086
773,139444.55
774,131473.19
775,323183.6
776,153110.69
777,220451.86
778,150017.84
779,128574.52
780,143318.6
781,172326.95
782,165906.08
783,222615.69
784,138940.52
785,130011.375
786,161855.11
787,134081.62
788,220371.98
789,117771.02
790,181639.22
791,178677.22
792,164951.6
793,240886.22
794,246065.42
795,215935.7
796,172851.03
797,153656.73
798,118371.42
799,466695.03
800,124089.98
801,188080.81
802,103159.24
803,195277.19
804,471094.28
805,126297.29
806,228255.73
807,138377.05
808,194791.36
809,143029.25
810,125055.36
811,167310.98
812,148317.88
813,117811.24
814,163019.89
815,127320.4
816,220006.39
817,144924.48
818,289205.12
819,159277.23
820,188549.73
821,196239.77
822,93166.47
823,231028.97
824,148703.81
825,250934.2
826,412153.44
827,108938.5
828,194426.11
829,188694.36
830,149887.56
831,159626.53
832,152025.53
833,209901.69
834,167101.94
835,133724.06
836,116076.58
837,122636.79
838,100514.23
839,138960.78
840,140382.17
841,172159.89
842,158935.06
843,161265.14
844,137002.1
845,159660.03
846,166770.31
847,221088.11
848,144213.34
849,233293.5
850,169904.77
851,142528.72
852,213910.84
853,165996.77
854,170136.8
855,145276.53
856,132391.67
857,163543.11
858,180435.84
859,200801.92
860,192341.73
861,173677.88
862,124883.625
863,158235.73
864,124788.5
865,205355.14
866,130646.63
867,257866.53
868,122737.18
869,170694.73
870,222896.95
871,116282.55
872,177226.89
873,133142.02
874,133750.33
875,100990.72
876,248701.61
877,139073.61
878,319954.66
879,153428.02
880,135678.84
881,130543.76
882,210779.1
883,178655.75
884,105727.95
885,122115.92
886,294427.25
887,132092.53
888,157021.55
889,297690.28
890,160055.95
891,126986.56
892,179038.33
893,156041.52
894,148078.6
895,131416.14
896,158636.75
897,88862.64
898,131416.14
899,462531.78
900,128231.28
901,122213.2
902,137475.75
903,185279.34
904,222591.06
905,126955.44
906,133736.17
907,280457.2
908,226657.27
909,123706.55
910,183883.6
911,135743.03
912,140830.58
913,104456.12
914,133319.39
915,142882.56
916,83302.984
917,38978.39
918,140769.61
919,248754.27
920,182231.22
921,174898.39
922,124829.086
923,160537.64
924,156638.22
925,166997.42
926,161649.17
927,279778.38
928,221972.7
929,264836.75
930,234676.56
931,231034.69
932,131338.72
933,326285.75
934,180818.42
935,259154.92
936,76867.484
937,195061.64
938,223210.08
939,215677.4
940,257821.77
941,163774.1
942,215011.19
943,126987.164
944,140506.06
945,188973.14
946,129010.31
947,139665.61
948,284072.9
949,234562.44
950,181114.92
951,130172.04
952,118374.24
953,140734.17
954,161734.12
955,138863.14
956,138552.94
957,128184.82
958,128340.53
959,194426.11
960,149887.56
961,122421.66
962,204583.02
963,143743.2
964,232555.78
965,216834.81
966,178557.64
967,136172.34
968,131703.97
969,54872.695
970,138855.47
971,118030.65
972,167636.66
973,136260.28
974,216790.58
975,177308.38
976,177689.42
977,89910.66
978,178098.62
979,116081.336
980,134313.66
981,192323.22
982,317307.34
983,159280.88
984,266423.84
985,129333.805
986,129378.22
987,122165.89
988,341070.44
989,181874.44
990,212861.98
991,296294.5
992,290560.84
993,178971.75
994,169623.7
995,386154.56
996,114145.49
997,141987.39
998,163052.39
999,78936.15
1000,192552.44
1001,97700.64
1002,93358.86
1003,250612.06
1004,154661.47
1005,178677.22
1006,143856.34
1007,144786.62
1008,85240.19
1009,225587.22
1010,108316.82
1011,144080.69
1012,129541.69
1013,162783.28
1014,97685.17
1015,143842.34
1016,250450.78
1017,198818.45
1018,245176.0
1019,179174.47
1020,177029.08
1021,125507.71
1022,195062.95
1023,111534.9
1024,178677.22
1025,290410.4
1026,126978.57
1027,132570.95
1028,264097.5
1029,125923.734
1030,114568.43
1031,122807.43
1032,212424.16
1033,309565.78
1034,197850.02
1035,106787.31
1036,98751.02
1037,357063.3
1038,270530.4
1039,88410.99
1040,77355.72
1041,148265.12
1042,172011.38
1043,151474.3
1044,231148.4
1045,251541.34
1046,122278.61
1047,385773.22
1048,117497.625
1049,136898.12
1050,129535.51
1051,199811.44
1052,217056.61
1053,175233.81
1054,128165.99
1055,281539.56
1056,172980.47
1057,189315.86
1058,296749.78
1059,345395.75
1060,169795.27
1061,239152.06
1062,87576.766
1063,108913.46
1064,112012.664
1065,145198.0
1066,252479.62
1067,171428.38
1068,174952.27
1069,139361.19
1070,112620.11
1071,131473.19
1072,174921.9
1073,98375.03
1074,170889.7
1075,203022.48
1076,214838.2
1077,142821.53
1078,151393.7
1079,142528.72
1080,122246.89
1081,171541.05
1082,133270.19
1083,199964.12
1084,152225.31
1085,195868.44
1086,145544.03
1087,90350.49
1088,282006.06
1089,149887.56
1090,204603.11
1091,88992.484
1092,156321.84
1093,124932.7
1094,147416.77
1095,120906.34
1096,170099.0
1097,130741.11
1098,234797.67
1099,110397.805
1100,200070.77
1101,58425.504
1102,123913.53
1103,131895.78
1104,158553.56
1105,117844.39
1106,313953.53
1107,194412.75
1108,277782.78
1109,180233.42
1110,286719.78
1111,180233.42
1112,211401.36
1113,130789.24
1114,126059.875
1115,128178.09
1116,294180.53
1117,215326.17
1118,128917.21
1119,147558.12
1120,128340.53
1121,113082.68
1122,211332.61
1123,80706.12
1124,126208.195
1125,181159.84
1126,115058.75
1127,178966.45
1128,246992.69
1129,208024.25
1130,129930.805
1131,105676.234
1132,119877.14
1133,143084.38
1134,267815.5
1135,159283.31
1136,106133.87
1137,147995.44
1138,117516.234
1139,164707.16
1140,121108.76
1141,123801.2
1142,163887.22
1143,311267.97
1144,78874.67
1145,91674.99
1146,119490.55
1147,163938.5
1148,191878.77
1149,152252.75
1150,165650.44
1151,130693.36
1152,143902.98
1153,212406.12
1154,111733.77
1155,222889.72
1156,176826.78
1157,162623.0
1158,198515.11
1159,267266.2
1160,175621.28
1161,143028.7
1162,216681.23
1163,129537.234
1164,117519.484
1165,183123.9
1166,217032.81
1167,277532.03
1168,164346.12
1169,222579.39
1170,562043.3
1171,160152.14
1172,162742.0
1173,174037.02
1174,161276.38
1175,227311.0
1176,254183.6
1177,119507.305
1178,120439.8
1179,125365.47
1180,120537.58
1181,216759.56
1182,290381.9
1183,261800.98
1184,115788.67
1185,173752.92
1186,129480.3
1187,96459.94
1188,295717.47
1189,208714.98
1190,187176.83
1191,166751.7
1192,185176.53
1193,126728.99
1194,152228.22
1195,183163.03
1196,168410.3
1197,226122.03
1198,169595.4
1199,200093.28
1200,129780.71
1201,123096.0
1202,212898.12
1203,117420.56
1204,210789.55
1205,145294.12
1206,248204.73
1207,96245.47
1208,161202.72
1209,134456.05
1210,269671.34
1211,179038.33
1212,260851.95
1213,96489.56
1214,140077.25
1215,137919.61
1216,125646.63
1217,136526.94
1218,245765.47
1219,100369.01
1220,100514.23
1221,117077.28
1222,111601.93
1223,151928.28
1224,110131.125
1225,206365.62
1226,169560.8
1227,200880.64
1228,142421.64
1229,308805.03
1230,126901.33
1231,167558.66
1232,135975.22
1233,108904.42
1234,142938.03
1235,130801.97
1236,157087.45
1237,164421.22
1238,233398.77
1239,161922.11
1240,246157.89
1241,212861.98
1242,222353.86
1243,178864.77
1244,472483.22
1245,271458.97
1246,176154.36
1247,212861.98
1248,177449.62
1249,135944.48
1250,123729.67
1251,220679.88
1252,181046.19
1253,130993.586
1254,267337.3
1255,179630.77
1256,122810.36
1257,294877.7
1258,93648.84
1259,172813.61
1260,163564.62
1261,221395.53
1262,137218.89
1263,126747.12
1264,167006.83
1265,146872.56
1266,168218.8
1267,132067.2
1268,351241.38
1269,348320.9
1270,137023.78
1271,245669.39
1272,166027.48
1273,148108.25
1274,177195.8
1275,105803.4
1276,138685.14
1277,195745.56
1278,199058.64
1279,271241.1
1280,90539.734
1281,202913.31
1282,185703.02
1283,125272.49
1284,144657.3
1285,144418.97
1286,124988.234
1287,161855.11
1288,184010.08
1289,245667.75
1290,276843.12
1291,175740.56
1292,110097.625
1293,101207.37
1294,217717.55
1295,123713.16
1296,128177.24
1297,138860.89
1298,140187.52
1299,209077.97
1300,141739.81
1301,215860.34
1302,165839.33
1303,287854.6
1304,205355.14
1305,155793.94
1306,366207.78
1307,186705.8
1308,113016.586
1309,155618.58
1310,148641.42
1311,302682.03
1312,194162.42
1313,267908.75
1314,394566.97
1315,112132.375
1316,177894.08
1317,275941.66
1318,186697.08
1319,304686.75
1320,124510.69
1321,122799.695
1322,88435.695
1323,216312.47
1324,97514.28
1325,247862.94
1326,60098.71
1327,71216.875
1328,125245.61
1329,154941.81
1330,192880.12
1331,262419.66
1332,143164.77
1333,113029.95
1334,120312.83
1335,124825.28
1336,159884.47
1337,135080.28
1338,57048.766
1339,258483.3
1340,142687.56
1341,107266.12
1342,163489.77
1343,267860.47
1344,140231.9
1345,217106.92
1346,87116.445
1347,249292.42
1348,297820.9
1349,233832.77
1350,159551.5
1351,134674.2
1352,178205.83
1353,125912.69
1354,327037.16
1355,212942.39
1356,194609.56
1357,129213.97
1358,144358.38
1359,154307.58
1360,234456.44
1361,147526.19
1362,244076.25
1363,119086.46
1364,176099.6
1365,152025.53
1366,207133.22
1367,211636.97
1368,126184.84
1369,148317.88
1370,256753.19
1371,100143.74
1372,157691.61
1373,222198.9
1374,379068.28
1375,221513.81
1376,262202.28
1377,110730.055
1378,132993.28
1379,100648.516
1380,139253.84
1381,56881.76
1382,199261.11
1383,167017.33
1384,142481.14
1385,119973.9
1386,123133.805
1387,236511.06
1388,133772.9
1389,383913.2
1390,121674.29
1391,200093.28
1392,129226.664
1393,129605.57
1394,171912.81
1395,188915.3
1396,308075.8
1397,182628.6
1398,129809.92
1399,108654.2
1400,125021.734
1401,125868.75
1402,182896.66
1403,192552.44
1404,324025.16
1405,108203.35
1406,237891.88
1407,139531.81
1408,123931.266
1409,124018.05
1410,253753.69
1411,232400.14
1412,153435.05
1413,108302.875
1414,266480.75
1415,196909.4
1416,177419.34
1417,122652.93
1418,300524.8
1419,128741.02
1420,191876.2
1421,182074.88
1422,146964.06
1423,142528.72
1424,237843.55
1425,129213.97
1426,158796.3
1427,217423.31
1428,135181.45
1429,107972.76
1430,182647.75
1431,170200.1
1432,151138.95
1433,94094.86
1434,180466.81
1435,137274.12
1436,164813.84
1437,110190.586
1438,323776.2
1439,159202.52
1440,212618.73
1441,184254.17
1442,148317.88
1443,325912.84
1444,128995.67
1445,180818.42
1446,145051.98
1447,157415.44
1448,266743.66
1449,123771.1
1450,98875.04
1451,123313.72
1452,268917.56
1453,113791.92
1454,130072.516
1455,179920.69
1456,168433.27
1457,183047.42
1458,205614.4
1459,133031.33
1460,141998.22
